# CGHS rates for treatment at healthcare organisations, Tier I (X) cities, semi private ward.
# Source: Office Memorandum F.No.5-16/CGHS(HQ)/HEC/2024(PartI) dated 03.10.2025, Annexure I (A),
#         effective 13.10.2025, as published by the Directorate General of Health Services, Delhi:
#         https://dgehs.delhi.gov.in/sites/default/files/inline-files/cghs_rate.pdf
# Source file SHA-256: 964b42f58eb0852d93293a658a183cceaafae33ba30a892979262c21695b9746
# Extracted 2026-09-25: 1998 rows, serial numbers 1 to 1998 without gaps, every rate cross checked
# against the source text. Delhi is a Tier I (X) city. Rates in rupees.
sr,code,name,speciality,non_nabh,nabh,super_speciality
844,DP099,Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction,Dental Procedure,17000,20000,20000
845,DP100,Segmental / Hemi Mandibulectomy with graft,Dental Procedure,21250,25000,25000
846,DP101,Segmental /Hemi Mandibulectomy without graft,Dental Procedure,17000,20000,20000
847,DP102,Sub-Total mandibulectomy with graft,Dental Procedure,29750,35000,35000
848,DP103,Sub-Total mandibulectomy without graft,Dental Procedure,25500,30000,30000
849,DP104,Maxillectomy/Mandibulectomy- Total with graft,Dental Procedure,29750,35000,35000
850,DP105,Maxillectomy/Mandibulectomy- Total without graft,Dental Procedure,25500,30000,30000
851,DP106,Maxillectomy- partial with graft,Dental Procedure,21250,25000,25000
852,DP107,Maxillectomy- partial without graft,Dental Procedure,17000,20000,20000
853,DP108,Malar and/or Zygomatic arch - Closed Reduction,Dental Procedure,5100,6000,6000
854,DP109,Malar and/or Zygomatic arch - Open Reduction,Dental Procedure,8500,10000,10000
855,DP110,Distraction osteogenesis of mandible or maxilla under GA,Dental Procedure,25500,30000,30000
856,DP111,Facial bones - Complicated Reduction with fixation,Dental Procedure,38250,45000,45000
857,OI001,Refraction with auto refraction - Both Eyes,Ophthalmology Investigation,170,200,200
858,OI002,Indirect Ophthalmoscopy (Fundoscopy) - Both Eyes,Ophthalmology Investigation,255,300,300
859,OI003,Orthoptic check-up- with synoptophore- Both Eyes,Ophthalmology Investigation,170,200,200
860,OI004,Lees' charting or Hess' charting- Both Eyes,Ophthalmology Investigation,255,300,300
861,OI005,Perimetry (Visual Field Testing) -Goldman- Both Eyes,Ophthalmology Investigation,425,500,500
862,OI006,Perimetry /Humphrey Visual Field (HVF ) test- Automated- Both Eyes,Ophthalmology Investigation,680,800,800
863,OI007,Fluorescein angiography for fundus or iris- Both Eyes,Ophthalmology Investigation,1700,2000,2000
864,OI008,Indocyanine green angiography - Both Eyes,Ophthalmology Investigation,1700,2000,2000
865,OI009,"Ultrasound A- Scan/optical biometry[lenstar, IOL master] - Both Eyes",Ophthalmology Investigation,850,1000,1000
866,OI010,Ultrasound B- Scan - Both Eyes,Ophthalmology Investigation,425,500,500
867,OI011,CGHS rates for Fundus Photo Test /disc photo for glaucoma- Both Eyes,Ophthalmology Investigation,425,500,500
868,OI012,Corneal endothelial cell count with specular microscopy- Both Eyes,Ophthalmology Investigation,510,600,600
869,OI013,Corneal topography /pentacam- Both Eyes,Ophthalmology Investigation,1700,2000,2000
870,OI014,Corneal pachymetry (corneal thickness)/ CCT - Both Eyes,Ophthalmology Investigation,451,530,530
871,OI015,OCT (Optical Coherence Tomography) /Ocular OCT Angiography - Both Eyes,Ophthalmology Investigation,1785,2100,2100
872,OI016,UBM- Ultrasound bio microscopy- Both Eyes,Ophthalmology Investigation,850,1000,1000
873,OI017,Non Contact tonometry (NCT) - Both Eyes,Ophthalmology Investigation,128,150,150
874,OI018,IOP measurement with Schiotz - Both Eyes,Ophthalmology Investigation,85,100,100
875,OI019,IOP measurement with applanation tonometry - Both Eyes,Ophthalmology Investigation,170,200,200
876,OI020,Diurnal variation of IOP - Both Eyes,Ophthalmology Investigation,1275,1500,1500
877,OI021,90 D lens examination/Three mirror examination for retina - Both Eyes,Ophthalmology Investigation,128,150,150
878,OI022,Gonioscopy- Both Eyes,Ophthalmology Investigation,255,300,300
879,OI023,EOG- Electrooculogram - Both Eyes,Ophthalmology Investigation,1760,2070,2070
880,OI024,ERG- Electroretinogram- Both Eyes,Ophthalmology Investigation,1530,1800,1800
881,OI025,VEP- visually evoked potential - Both Eyes,Ophthalmology Investigation,1530,1800,1800
882,OI026,X Ray orbit -Bilateral,Ophthalmology Investigation,298,350,350
883,OI027,Dacryocystography - Bilateral,Ophthalmology Investigation,1700,2000,2000
884,OI028,Orbital Angiographical Studies - Bilateral,Ophthalmology Investigation,4250,5000,5000
885,OI029,Neostigmine test - Both Eyes,Ophthalmology Investigation,4250,5000,5000
886,OI030,Lipi View One Eye,Ophthalmology Investigation,765,900,900
887,OI031,Lipi View Both Eyes,Ophthalmology Investigation,1275,1500,1500
888,OI032,Schirmer Test,Ophthalmology Investigation,255,300,300
889,OI033,Vitreous biopsy per eye,Ophthalmology Biopsy,4250,5000,5000
890,OP001,Subconjunctival/sub-tenon's injections in one eye,Ophthalmology Procedure,425,500,500
891,OP002,Subconjunctival/sub-tenon's injections in both eyes,Ophthalmology Procedure,680,800,800
892,OP003,Pterygium surgery with auto conjunctival graft per eye,Ophthalmology Procedure,11390,13400,13400
893,OP004,Conjunctival Peritomy per eye,Ophthalmology Procedure,1275,1500,1500
894,OP005,Conjunctival wound repair or exploration following blunt trauma per eye,Ophthalmology Procedure,7225,8500,8500
895,OP006,Removal of corneal foreign body,Ophthalmology Procedure,340,400,400
896,OP007,Cauterization of ulcer/subconjunctival injection in one eye,Ophthalmology Procedure,425,500,500
897,OP008,Cauterization of ulcer/subconjunctival injection in both eyes,Ophthalmology Procedure,680,800,800
898,OP009,Corneal grafting--Penetrating keratoplasty per eye,Ophthalmology Procedure,17000,20000,20000
899,OP010,Bandage contact lenses for corneal perforation/PED per eye,Ophthalmology Procedure,1700,2000,2000
900,OP011,Scleral grafting or conjunctival flap for corneal perforation per eye,Ophthalmology Procedure,7225,8500,8500
901,OP012,Keratoconus correction with therapeutic contact lenses - Both Eyes,Ophthalmology Procedure,7225,8500,8500
902,OP013,Ultraviolet (UV) radiation for cross-linking for keratoconus /C3R/KXL - Both Eyes,Ophthalmology Procedure,17000,20000,20000
903,OP014,EDTA for band shaped keratopathy - Both Eyes,Ophthalmology Procedure,2550,3000,3000
904,OP015,Arcuate keratotomy for astigmatism /Limbal Relaxing Incision - Both Eyes,Ophthalmology Procedure,5780,6800,6800
905,OP016,Re-suturing (Primary suturing) of corneal wound per eye,Ophthalmology Procedure,4250,5000,5000
906,OP017,Penetrating keratoplasty with glaucoma surgery per eye,Ophthalmology Procedure,29750,35000,35000
907,OP018,Penetrating keratoplasty with vitrectomy per eye,Ophthalmology Procedure,29750,35000,35000
908,OP019,Penetrating keratoplasty with IOL implantation per eye,Ophthalmology Procedure,29750,35000,35000
909,OP020,DALK- Deep anterior lamellar keratoplasty per eye,Ophthalmology Procedure,36550,43000,43000
910,OP021,Keratoprosthesis stage I and II per eye,Ophthalmology Procedure,36550,43000,43000
911,OP022,DSAEK Descemet's stripping automated endothelial keratoplasty/DMEK- Descemet membrane endothelial keratoplasty per eye,Ophthalmology Procedure,36550,43000,43000
912,OP023,ALTK- Automated lamellar therapeutic keratoplasty per eye,Ophthalmology Procedure,36550,43000,43000
913,OP024,Bleb repair with conjunctival autograft per eye,Ophthalmology Procedure,12750,15000,15000
914,OP025,Bleb compression sutures per eye,Ophthalmology Procedure,5950,7000,7000
915,OP026,Bleb needling with MMC/5-FU per eye,Ophthalmology Procedure,6800,8000,8000
916,OP027,Probing and Syringing of lacrimal sac- in one eye,Ophthalmology Procedure,850,1000,1000
917,OP028,Probing and Syringing of lacrimal sac- in both eye,Ophthalmology Procedure,1275,1500,1500
918,OP029,Dacryocystorhinostomy-Plain,Ophthalmology Procedure,11390,13400,13400
919,OP030,Dacryocystorhinostomy-Plain with intubation and/or with lacrimal implants excluding the cost of implant per eye,Ophthalmology Procedure,17000,20000,20000
920,OP031,Dacryocystorhinostomy-conjunctival with implant excluding the cost of implant per eye,Ophthalmology Procedure,17000,20000,20000
921,OP032,Canaliculoplasty per eye,Ophthalmology Procedure,4497,5290,5290
922,OP033,Dacryocystectomy per eye,Ophthalmology Procedure,7820,9200,9200
923,OP034,Punctal plugs for dry eyes - Both Eyes,Ophthalmology Procedure,383,450,450
924,OP035,Chalazion incision and curettage in one eye,Ophthalmology Procedure,1700,2000,2000
925,OP036,Chalazion incision and curettage in both eyes,Ophthalmology Procedure,2550,3000,3000
926,OP037,Ptosis surgery with Fasanella-Servat procedure /Ptosis surgery with LPS one lid Ptosis surgery with Sling surgery one lid,Ophthalmology Procedure,17000,20000,20000
927,OP038,Ectropion surgery- one lid,Ophthalmology Procedure,7225,8500,8500
928,OP039,Ectropion surgery- both lids,Ophthalmology Procedure,11390,13400,13400
929,OP040,Epicanthus correction - Both Eyes,Ophthalmology Procedure,7225,8500,8500
930,OP041,Cantholysis and canthotomy- Both Eyes,Ophthalmology Procedure,2975,3500,3500
931,OP042,Entropion surgery- one lid,Ophthalmology Procedure,7225,8500,8500
932,OP043,Entropion surgery- both lids,Ophthalmology Procedure,11390,13400,13400
933,OP044,Tarsorrhaphy- Both Eyes,Ophthalmology Procedure,2550,3000,3000
934,OP045,Suturing of lid lacerations- Both Eyes,Ophthalmology Procedure,4250,5000,5000
935,OP046,Lid retraction repair per eye,Ophthalmology Procedure,7225,8500,8500
936,OP047,Concretions removal- Both Eyes,Ophthalmology Procedure,425,500,500
937,OP048,Bucket handle procedure for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,11390,13400,13400
938,OP049,Eyelid reconstruction with flap one eye,Ophthalmology Procedure,17000,20000,20000
939,OP050,Eyelid reconstruction with flap both eyes,Ophthalmology Procedure,21250,25000,25000
940,OP051,Cheek rotation flap for lid tumours per eye (for non-malignant conditions),Ophthalmology Procedure,17000,20000,20000
941,OP052,Orbitotomy per eye,Ophthalmology Procedure,23375,27500,27500
942,OP053,Enucleation per eye(for non-malignant conditions),Ophthalmology Procedure,11390,13400,13400
943,OP054,Enucleation with orbital implants and artificial (Cost of implants included) per eye,Ophthalmology Procedure,17000,20000,20000
944,OP055,Evisceration per eye,Ophthalmology Procedure,11390,13400,13400
945,OP056,Evisceration with orbital implants and artificial (Cost of implants included) prosthesis per eye,Ophthalmology Procedure,17000,20000,20000
946,OP057,Telecanthus correction- Both Eyes,Ophthalmology Procedure,11390,13400,13400
947,OP058,Orbital decompression /with incision or excision biopsy per eye,Ophthalmology Procedure,29750,35000,35000
948,OP059,Exenteration per eye,Ophthalmology Procedure,17000,20000,20000
949,OP060,Exenteration with skin grafting per eye,Ophthalmology Procedure,29750,35000,35000
950,OP061,Fracture orbital repair per eye,Ophthalmology Procedure,29750,35000,35000
951,OP062,"Retinal laser procedures -green laser for PRP,retinal tears, ROP,endolaser per eye",Ophthalmology Procedure,2975,3500,3500
952,OP063,Retinal detachment surgery (RDS) per eye,Ophthalmology Procedure,23375,27500,27500
953,OP064,Retinal detachment surgery (RDS) with scleral buckling per eye,Ophthalmology Procedure,29750,35000,35000
954,OP065,Buckle removal per eye,Ophthalmology Procedure,7225,8500,8500
955,OP066,Silicone oil removal per eye,Ophthalmology Procedure,7820,9200,9200
956,OP067,Anterior retinal cryopexy per eye,Ophthalmology Procedure,4250,5000,5000
957,OP068,Squint correction for one eye,Ophthalmology Procedure,11390,13400,13400
958,OP069,Squint correction for both eyes,Ophthalmology Procedure,17000,20000,20000
959,OP070,Trabeculectomy per eye,Ophthalmology Procedure,17000,20000,20000
960,OP071,Trabeculotomy /kahook dual blade goniotomy excluding blade cost per eye,Ophthalmology Procedure,17000,20000,20000
961,OP072,Trabeculectomy with Trabeculotomy- Both Eyes,Ophthalmology Procedure,29750,35000,35000
962,OP073,Microincisional trabeculectomy(MIT) per eye,Ophthalmology Procedure,21250,25000,25000
963,OP074,Surgical posterior capsulotomy one eye,Ophthalmology Procedure,8500,10000,10000
964,OP075,Goniotomy per eye,Ophthalmology Procedure,4250,5000,5000
965,OP076,Glaucoma surgery with Glaucoma valves (Cost of Valve extra) per eye,Ophthalmology Procedure,17000,20000,20000
966,OP077,Cost of the Glaucoma valve/Glaucoma Ahmed valve per eye,Ophthalmology Procedure,15000,15000,15000
967,OP078,AC wash per eye,Ophthalmology Procedure,4250,5000,5000
968,OP079,Endocyclophotocoagulation per eye,Ophthalmology Procedure,15300,18000,18000
969,OP080,Cyclocryotherapy /Trans scleral cyclophotocoagulation TSCPC per eye,Ophthalmology Procedure,4250,5000,5000
970,OP081,YAG Laser iridotomy / Hyaloidotomy/Laser suture lysis post trabeculectomy per eye,Ophthalmology Procedure,4250,5000,5000
971,OP082,YAG Laser capsulotomy per eye,Ophthalmology Procedure,4250,5000,5000
972,OP083,ALT-Argon laser trabeculoplasty per eye,Ophthalmology Procedure,4250,5000,5000
973,OP084,TTT- Transpupillary thermal therapy per eye,Ophthalmology Procedure,7225,8500,8500
974,OP085,PTK- Phototherapeutic keratectomy /PRK for keratoconus per eye,Ophthalmology Procedure,11390,13400,13400
975,OP086,Argon/diode laser for retinal detachment per eye,Ophthalmology Procedure,7225,8500,8500
976,OP087,Intralase application for keratoconus /CAIRS Corneal allogenic intrastromal ring segments per eye excluding the cost of the rings,Ophthalmology Procedure,17000,20000,20000
977,OP088,Vitrectomy- pars plana including Fluid air exchange (per eye),Ophthalmology Procedure,29750,35000,35000
978,OP089,Vitrectomy +membrane peeling +fluid air exchange+endolaser+ gas/silicon oil tamponade per eye,Ophthalmology Procedure,34000,40000,40000
979,OP090,Macular hole surgery- Vitrectomy +membrane peeling + ILM peeling+ fluid air exchange+endolaser+ gas/silicon oil tamponade per eye,Ophthalmology Procedure,34850,41000,41000
980,OP091,Vitrectomy +phaco fragmentation/ IOL drop +/- secondary IOL per eye,Ophthalmology Procedure,21250,25000,25000
981,OP092,Anterior vitrectomy per eye,Ophthalmology Procedure,6800,8000,8000
982,OP093,Membranectomy one eye,Ophthalmology Procedure,10200,12000,12000
983,OP094,Membranectomy both eyes,Ophthalmology Procedure,12750,15000,15000
984,OP095,Intravitreal injections of antibiotics excluding the cost of the antibiotic per eye,Ophthalmology Procedure,4250,5000,5000
985,OP096,Intravitreal Injection of drugs (Ranibizumab/ Aflibercept etc) excluding the cost of the drug per eye,Ophthalmology Procedure,4250,5000,5000
986,OP097,"Intravitreal Insertion of Drug Implant excluding cost of the Drug Implant (Ozurdex,...etc) per eye",Ophthalmology Procedure,5100,6000,6000
987,OP098,Extracapsular cataract extraction (ECCE) with IOL excluding the cost of IOL per eye,Ophthalmology Procedure,11390,13400,13400
988,OP099,Small Incision Cataract Surgery (SICS) with IOL excluding the cost of IOL per eye,Ophthalmology Procedure,11390,13400,13400
989,OP100,Phaco with foldable IOL (silicone and acrylic)/PMMA IOL / MICS surgery excluding the cost of IOL per eye,Ophthalmology Procedure,14450,17000,17000
990,OP101,Pars plana lensectomy with/without IOL excluding the cost of IOL per eye,Ophthalmology Procedure,14450,17000,17000
991,OP102,Secondary IOL implantation- AC IOL PC IOL or scleral fixated IOL excluding the cost of IOL per eye,Ophthalmology Procedure,17000,20000,20000
992,OP103,Cataract extraction with IOL with capsular tension rings (Cionni's ring)(cost of the ring included) excluding the cost of IOL per eye,Ophthalmology Procedure,29750,35000,35000
993,OP104,Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - one eye,Ophthalmology Procedure,17000,20000,20000
994,OP105,Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - Both Eyes,Ophthalmology Procedure,21250,25000,25000
995,OP106,IOL exchange [excluding IOL cost] per eye,Ophthalmology Procedure,8500,10000,10000
996,OP107,IOL reposition per eye,Ophthalmology Procedure,5100,6000,6000
997,OP108,IOL explantation per eye,Ophthalmology Procedure,6800,8000,8000
998,OP109,Iridodialysis repair or pupillary reconstruction /Cyclodialysis repair per eye,Ophthalmology Procedure,11390,13400,13400
999,OP110,Iris cyst removal /synechiolysis/surgical iridectomy per eye,Ophthalmology Procedure,4250,5000,5000
1000,OP111,Lid Abscess incision and Drainage per eye,Ophthalmology Procedure,4250,5000,5000
1001,OP112,Orbital Abscess incision and Drainage per eye,Ophthalmology Procedure,7225,8500,8500
1002,OP113,"Excision Biopsy of lid, conjunctiva, cornea per eye",Ophthalmology Procedure,7820,9200,9200
1003,OP114,Paracentesis (eye) per eye,Ophthalmology Procedure,4250,5000,5000
1004,OP115,Scleral graft for scleral melting or perforation per eye,Ophthalmology Procedure,11390,13400,13400
1005,OP116,Amniotic membrane grafting /symblepharon release with AMG per eye,Ophthalmology Procedure,11390,13400,13400
1006,OP117,Intraocular foreign body removal per eye,Ophthalmology Procedure,7225,8500,8500
1007,OP118,Electrolysis (eye) - Both Eyes,Ophthalmology Procedure,850,1000,1000
1008,OP119,Perforating injury repair (eye) per eye,Ophthalmology Procedure,11390,13400,13400
1009,OP120,Botulinum injection for blepharospasm or squint /epiphora/entropion/lid retraction (excluding cost of drug) per eye,Ophthalmology Procedure,4250,5000,5000
1010,OP121,C3F8 GAS Injection intravitreal for descemetopexy/retinopexy/pneumatopexy (per eye),Ophthalmology Procedure,4250,5000,5000
1011,OP122,Silicone Oil injection (per eye),Ophthalmology Procedure,4250,5000,5000
1012,OP123,Epiretinal Membrane (ERM) Peeling (per eye),Ophthalmology Procedure,5950,7000,7000
1013,OP124,Epiretinal Membrane (ERM) Removal (per eye),Ophthalmology Procedure,2550,3000,3000
1014,OP125,Internal limiting membrane (ILM) peeling (per eye),Ophthalmology Procedure,2550,3000,3000
1015,OP126,Punctoplasty (per eye),Ophthalmology Procedure,5525,6500,6500
1016,OP127,Punctal plug(Collagen/silicone) per eye,Ophthalmology Procedure,3400,4000,4000
1017,OP128,Laser Trabeculoplasty Gonioplasty - Both Eyes,Ophthalmology Procedure,13600,16000,16000
1018,OP129,Eye laser pulse therapy /Lipiflow/IPL [Intense pulse light] per eye,Ophthalmology Procedure,2975,3500,3500
1019,OP130,Malyugin Ring /pupil dilator/iris expander per eye,Ophthalmology Procedure,8500,10000,10000
1020,OP131,Globe exploration per eye,Ophthalmology Procedure,8500,10000,10000
1021,OP132,Scleral Fixation Tissue glue /fibrin glue per eye,Ophthalmology Procedure,7140,8400,8400
1022,OP133,PFCL Injection Per Eye Including Cost of The Drug,Ophthalmology Procedure,2321,2730,2730
